order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2312145,115742,train,6,2,15,30
1428298,115812,train,39,5,8,3
1672752,115816,train,4,0,14,28
1112902,115820,train,4,0,17,20
3307920,115824,train,28,3,19,13
2720211,115854,train,14,2,21,9
3052404,115870,train,15,1,15,13
2175034,116050,train,4,0,12,30
1367373,116088,train,7,6,15,30
1408868,116123,train,7,3,12,16
1326341,116226,train,13,6,13,0
94366,116292,train,7,5,11,30
2207390,116342,train,19,3,8,9
3408875,116568,train,15,6,18,30
2818052,116714,train,10,0,9,12
1696852,116753,train,9,6,10,6
1777738,116778,train,12,6,15,27
381537,116789,train,43,1,7,4
1356417,116823,train,4,0,16,14
1319510,116836,train,4,4,12,8
1501261,116845,train,83,4,10,6
1029567,116898,train,19,0,2,6
2718235,116945,train,18,1,9,13
466750,116947,train,10,3,7,23
2429911,117006,train,12,1,5,27
574323,117061,train,5,0,11,19
2549777,117063,train,15,4,18,30
851233,117226,train,11,0,20,30
519991,117254,train,44,6,9,5
1812152,117260,train,39,0,10,6
2656747,117388,train,70,0,14,2
2614427,117425,train,13,1,7,24
2588728,117552,train,19,0,17,3
2298341,117603,train,5,6,13,30
469287,117658,train,46,3,11,7
1059499,117686,train,14,0,13,30
1887316,117830,train,10,3,10,13
1078008,117914,train,15,5,17,30
1913614,117977,train,7,0,18,29
1090415,118055,train,14,1,12,30
2481846,118158,train,7,4,15,30
862461,118185,train,94,0,5,1
1890202,118201,train,4,6,10,15
1648483,118222,train,8,1,14,4
614899,118245,train,9,6,13,14
2107214,118376,train,13,4,14,20
2456075,118393,train,10,0,18,7
2369300,118435,train,9,0,14,14
2545884,118573,train,29,4,15,10
2828383,118662,train,6,5,13,30
1216882,118707,train,25,6,13,30
1249517,118731,train,9,0,11,7
433032,118766,train,12,1,20,30
759796,118887,train,4,0,8,30
3065755,118900,train,19,1,8,30
2588247,118939,train,7,0,8,15
186561,119116,train,4,2,15,30
2993854,119138,train,24,3,6,9
533648,119238,train,6,5,17,28
712350,119458,train,4,3,17,26
809435,119652,train,10,6,8,10
3122846,119771,train,4,2,14,24
2096905,119843,train,20,1,15,21
500266,119894,train,45,5,13,6
2207468,120003,train,4,5,12,10
654296,120234,train,4,3,16,30
1829449,120298,train,20,2,13,12
2336557,120326,train,6,4,16,30
2875637,120412,train,27,2,20,7
598766,120420,train,16,1,7,13
317785,120475,train,32,0,14,9
886285,120486,train,10,2,3,30
3151212,120493,train,16,3,18,8
374310,120514,train,6,0,15,30
2911446,120550,train,6,1,16,30
3039513,120571,train,22,6,17,6
2822161,120801,train,4,4,10,16
1681064,120892,train,11,0,11,30
215493,121141,train,14,2,16,13
698950,121357,train,4,1,10,30
2728384,121377,train,7,0,17,9
2212156,121524,train,39,4,15,8
201681,121642,train,7,4,11,18
439669,121676,train,5,5,9,9
1929835,121693,train,5,1,6,6
1746140,121817,train,9,6,19,30
2564907,121892,train,16,5,15,2
3259724,122149,train,20,3,18,16
184189,122221,train,9,2,15,18
1934929,122223,train,16,3,10,8
861390,122227,train,7,1,13,9
1009446,122236,train,4,2,13,30
2741313,122256,train,16,1,17,28
854289,122309,train,9,6,13,30
2388481,122583,train,26,0,9,8
3247631,122613,train,14,1,9,30
1006489,122840,train,25,1,18,13
2809081,122860,train,22,5,18,30
1180204,122867,train,9,1,23,5
625318,122897,train,38,4,15,14
1233616,122943,train,11,4,14,8
1422197,123027,train,9,0,9,30
43194,123093,train,4,4,17,30
2102312,123157,train,6,0,19,30
3301012,123201,train,8,0,3,4
828965,123234,train,29,0,11,14
650147,123271,train,5,2,17,30
3394576,123280,train,11,0,10,30
1745001,123333,train,6,5,12,4
1377967,123338,train,5,2,11,7
3169889,123356,train,4,4,9,30
2956417,123482,train,4,1,13,19
2584075,123493,train,4,6,15,5
463895,123559,train,4,5,10,30
1907502,123658,train,14,5,19,7
961067,123668,train,9,0,22,7
1429603,123751,train,97,3,9,6
2545267,123880,train,9,6,8,14
1004625,123948,train,10,4,13,30
886798,123966,train,24,4,15,8
18905,124014,train,5,1,17,30
54344,124015,train,18,2,17,19
531272,124053,train,12,0,10,14
359615,124064,train,37,6,14,20
187107,124133,train,15,3,12,12
637580,124274,train,4,4,10,28
1175447,124308,train,7,3,11,30
240061,124361,train,22,6,14,7
2099337,124397,train,8,3,15,30
909171,124489,train,32,0,23,24
395016,124492,train,44,0,0,5
1066647,124506,train,6,3,14,2
2999734,124571,train,11,1,17,30
78382,124692,train,9,2,0,15
2296079,125045,train,27,0,11,30
2323577,125054,train,40,0,6,7
2303918,125067,train,14,0,14,4
2557528,125087,train,56,0,10,3
600097,125099,train,23,1,12,26
2793824,125123,train,17,3,9,16
338535,125247,train,25,4,15,3
1442205,125253,train,18,3,11,14
851082,125281,train,21,2,19,8
2986355,125315,train,6,0,13,14
781693,125350,train,16,4,15,5
3172662,125380,train,20,0,18,7
659793,125420,train,45,0,16,11
2651760,125462,train,31,3,12,6
2651424,125565,train,9,1,15,30
2108325,125613,train,4,4,22,30
2784192,125633,train,18,2,9,24
1017659,125705,train,18,5,10,1
2482721,125765,train,20,6,22,6
1773052,125769,train,7,5,13,30
1158954,125884,train,13,0,16,30
391003,125927,train,7,4,16,30
230000,125972,train,64,2,14,7
1888756,126013,train,7,0,13,30
1385346,126228,train,6,0,10,30
1238903,126252,train,9,0,19,30
1791387,126273,train,100,1,15,4
1465066,126281,train,31,5,9,7
2817611,126291,train,22,1,10,30
1868546,126323,train,9,3,8,30
1470481,126329,train,6,4,20,7
2842491,126335,train,11,1,16,6
3393751,126598,train,13,2,23,23
2897119,126718,train,24,4,11,10
2520406,126812,train,10,2,15,30
2195360,126859,train,17,3,14,10
3029374,126870,train,4,5,13,30
1003143,126913,train,4,0,7,30
951146,126916,train,5,6,18,30
117018,126925,train,5,1,16,30
336089,127099,train,22,6,18,30
2815119,127173,train,37,5,15,30
1916876,127482,train,14,2,9,22
800255,127559,train,13,3,20,22
2490132,127649,train,8,2,12,30
2266088,127783,train,11,4,12,2
168946,127835,train,9,6,8,25
1511664,127904,train,6,2,9,15
369063,127960,train,4,2,9,14
3074664,127968,train,31,2,18,5
2042580,128048,train,5,3,5,30
2767026,128381,train,4,1,10,7
959242,128383,train,5,2,19,16
2835323,128572,train,8,0,19,20
1553090,128609,train,20,0,13,21
95738,128626,train,27,4,23,30
2563053,128648,train,10,4,15,7
1512709,128732,train,52,4,10,1
731277,128838,train,7,0,5,30
2663076,128884,train,4,3,8,30
847595,129058,train,10,0,10,30
469973,129071,train,10,5,12,16
1952084,129157,train,7,3,13,30
2902536,129199,train,9,0,15,30
1695233,129365,train,42,1,9,27
501524,129456,train,7,5,10,30
394690,129565,train,45,6,14,5
1251068,129597,train,16,0,9,16
2775200,129648,train,10,1,15,24
1733447,129665,train,9,3,7,18
3206628,129666,train,4,5,0,30
1381739,129676,train,34,0,13,29
2048895,129693,train,20,6,20,30
1112006,129787,train,37,2,11,14
609306,129983,train,11,4,19,10
1977611,130116,train,7,1,17,13
1390728,130119,train,4,6,11,12
1408357,130177,train,20,2,22,5
3056551,130260,train,48,6,17,2
333080,130430,train,21,2,9,2
819853,130726,train,4,1,21,8
1881456,131001,train,18,3,21,29
471111,131006,train,37,6,16,5
2580821,131039,train,12,0,9,7
161640,131049,train,9,4,5,30
1104764,131050,train,46,0,11,6
1625083,131274,train,9,6,19,30
1608560,131287,train,5,0,9,23
2620955,131345,train,6,0,13,30
5356,131467,train,13,4,14,7
2407695,131648,train,13,4,13,30
510341,131735,train,22,0,9,22
2042804,132007,train,36,0,8,17
2255367,132026,train,14,4,8,30
636616,132064,train,5,0,14,30
2777480,132096,train,11,0,10,6
1544831,132235,train,8,0,12,5
2068463,132249,train,4,4,9,15
3179593,132282,train,44,5,15,10
1102314,132319,train,8,5,16,30
685478,132385,train,4,2,11,8
1574265,132444,train,7,6,10,21
3136404,132536,train,30,3,18,9
2047119,132593,train,7,5,23,27
2428857,132638,train,6,1,15,30
1501098,132720,train,4,1,9,17
2120718,132797,train,4,4,17,0
2038968,132824,train,4,3,10,30
1437835,132909,train,5,5,13,30
2953372,132933,train,11,0,9,4
927605,132966,train,4,5,4,7
3189446,132984,train,10,0,16,14
1999666,133023,train,26,5,19,23
351776,133041,train,5,6,8,15
3331445,133106,train,16,1,9,8
669276,133191,train,10,2,9,9
2679875,133201,train,4,6,10,30
1470222,133285,train,34,6,17,5
3069536,133306,train,6,4,13,30
1155050,133325,train,9,0,11,30
1502790,133335,train,17,2,11,27
2078453,133433,train,50,6,8,30
873961,133512,train,6,2,9,24
3165522,133635,train,22,1,10,11
548002,133669,train,10,0,11,14
1317826,133691,train,40,4,17,2
2668353,133707,train,43,0,21,7
335977,133802,train,7,2,11,12
1689866,133845,train,38,3,17,9
713348,133849,train,35,2,12,16
2982962,133906,train,9,4,12,28
1933910,133978,train,6,3,10,30
1268210,134062,train,32,3,17,30
1614045,134182,train,32,0,11,15
2145986,134419,train,35,1,19,5
242631,134466,train,14,2,16,6
2935275,134558,train,15,6,11,27
2805183,134560,train,10,4,9,8
2733403,134571,train,9,1,12,30
2620315,134634,train,6,0,13,21
2836412,134636,train,16,1,12,6
634572,134853,train,8,5,13,30
201727,134948,train,8,6,14,6
1983286,134991,train,7,0,15,30
878982,135030,train,30,0,18,15
1743524,135118,train,33,5,11,30
684229,135134,train,17,0,7,28
1028953,135367,train,55,5,17,5
2691174,135518,train,6,2,15,30
2796157,135533,train,8,0,21,3
2892969,135534,train,14,5,10,16
562031,135557,train,17,1,14,20
2271195,135582,train,8,6,14,13
323915,135665,train,4,1,14,30
690653,135683,train,55,4,17,17
2992044,135742,train,10,0,10,30
1260220,135856,train,11,1,15,28
629040,135857,train,4,0,13,2
313686,135929,train,41,1,14,4
2985224,135954,train,11,5,22,5
2018476,136089,train,13,0,14,5
3338468,136123,train,20,2,16,29
2939649,136139,train,7,3,14,30
1021592,136454,train,14,6,22,14
2944805,136471,train,4,0,9,28
968014,136476,train,4,6,11,30
1518638,136495,train,33,0,7,8
2357938,136497,train,22,0,16,5
856164,136571,train,5,1,8,9
1090081,136723,train,8,1,11,14
2552420,136752,train,10,0,12,4
1392391,136775,train,31,2,6,5
3340763,136848,train,6,5,12,2
1377150,136868,train,4,0,17,30
686735,136911,train,21,0,10,12
607872,137016,train,4,5,7,30
1333290,137043,train,15,6,16,8
3179908,137081,train,69,0,10,6
2118692,137109,train,39,1,15,21
1037024,137189,train,13,1,9,7
2493256,137222,train,5,1,17,14
1427514,137240,train,11,2,7,30
2290253,137297,train,15,1,20,15
2360099,137428,train,13,1,12,12
1127364,137542,train,9,1,12,29
1508568,137790,train,4,2,13,30
808999,137889,train,27,1,7,7
1922210,137903,train,5,4,11,30
2896414,137942,train,17,0,12,29
253324,137967,train,17,0,10,6
2873106,138126,train,100,6,16,2
1971195,138190,train,10,3,17,26
242994,138213,train,9,1,7,7
353498,138252,train,10,4,20,30
1356177,138299,train,4,3,13,19
1129027,138322,train,20,2,12,30
2959588,138346,train,5,1,8,8
447980,138362,train,15,5,20,15
919637,138374,train,4,6,14,6
2558200,138401,train,85,6,8,2
1021175,138566,train,32,1,15,30
1459811,138599,train,12,0,13,30
1072808,138767,train,37,0,16,6
1578587,138905,train,9,5,10,23
339941,138912,train,16,3,19,23
2143709,138967,train,39,1,11,13
2887125,138987,train,15,6,10,7
1762597,139063,train,11,0,16,7
1685645,139084,train,7,4,13,30
1511783,139288,train,17,5,19,11
1610676,139291,train,17,5,12,4
2961350,139307,train,12,3,15,2
1102136,139344,train,25,6,19,7
721146,139715,train,6,5,7,16
560229,139802,train,5,0,18,30
701278,139847,train,69,4,14,4
2243586,139926,train,12,0,10,7
3412335,139974,train,41,0,9,4
27723,140002,train,15,2,9,19
2605670,140011,train,11,5,14,11
627760,140067,train,50,1,11,6
1274954,140195,train,12,0,13,11
862058,140275,train,27,3,13,17
3166179,140307,train,30,1,8,30
1645042,140360,train,4,2,10,30
1116838,140441,train,5,4,2,30
1612869,140539,train,20,4,8,5
38611,140560,train,9,2,14,30
105733,140564,train,43,2,7,10
1130131,140602,train,6,6,9,30
401332,140622,train,4,6,15,30
204378,140625,train,4,5,14,8
84011,140643,train,17,0,16,6
3416459,140650,train,7,3,9,8
351905,140691,train,12,5,14,27
2024995,140775,train,11,0,7,16
1109954,140797,train,7,4,10,30
1951577,140860,train,48,0,17,8
337286,140880,train,4,4,11,30
2372166,140906,train,35,5,15,14
2306503,140953,train,13,4,19,30
2340267,141010,train,5,6,15,30
2105107,141085,train,4,2,20,17
3294536,141177,train,6,6,14,30
2076983,141271,train,11,5,16,7
2792577,141366,train,8,0,20,6
2243912,141393,train,10,2,9,19
1947161,141395,train,49,6,17,7
3349689,141405,train,9,6,14,5
628572,141436,train,5,0,17,18
1003358,141462,train,48,5,17,4
3329102,141493,train,4,3,1,30
1495686,141536,train,5,1,14,21
1486036,141565,train,4,2,15,30
1538490,141588,train,5,2,15,7
2329546,141681,train,6,0,14,30
741144,141705,train,11,0,18,30
1870998,141713,train,17,0,15,15
346985,141762,train,15,0,9,3
1848166,141801,train,7,2,9,20
1586533,141812,train,7,0,9,7
3216783,141821,train,7,6,13,30
1228500,141863,train,11,4,11,30
740700,141891,train,25,6,20,25
2371442,141964,train,21,6,8,12
2472433,141992,train,5,6,15,30
3039840,142023,train,5,3,15,30
4801,142030,train,28,5,17,10
3379400,142135,train,22,5,16,13
292114,142236,train,11,3,9,14
880713,142269,train,6,0,16,30
911690,142295,train,6,6,9,9
2786631,142653,train,4,0,13,6
214718,142790,train,4,1,11,30
735717,142799,train,5,4,13,5
1620055,142948,train,20,0,17,7
1488081,142991,train,24,2,9,7
734499,143250,train,11,2,21,7
1753410,143349,train,11,1,12,29
624351,143431,train,8,5,17,30
1693205,143453,train,8,4,7,30
2508538,143588,train,15,3,18,30
2041250,143610,train,11,3,19,8
1109857,143686,train,57,0,11,4
1885519,143770,train,27,1,18,24
486647,143784,train,21,6,17,20
2538020,143802,train,5,0,15,30
2303926,143807,train,4,3,13,30
2639316,144210,train,10,3,16,30
1451093,144219,train,5,1,11,26
1008423,144525,train,8,2,6,7
3375008,144594,train,10,0,10,5
2986385,144811,train,4,1,14,30
2903567,144893,train,32,0,11,13
1287702,144907,train,6,1,9,10
572437,144924,train,4,1,16,30
683520,144983,train,15,5,15,4
2398639,145052,train,100,1,11,3
1662114,145074,train,19,4,11,2
145993,145090,train,7,2,9,30
2171643,145116,train,4,6,11,30
497998,145384,train,21,0,19,7
528122,145462,train,4,0,20,30
3287863,145508,train,15,0,11,16
508635,145515,train,9,0,15,30
526801,145557,train,49,3,21,12
2405413,145567,train,4,3,9,0
2133922,145574,train,4,5,13,17
1288248,145599,train,100,2,11,3
2600329,145638,train,9,5,18,10
2742437,145642,train,21,2,16,21
722905,145657,train,41,4,17,7
2006067,145747,train,4,0,13,7
2664370,145760,train,4,1,17,30
2368233,145892,train,12,2,15,30
363795,145937,train,4,6,9,1
504624,146080,train,8,3,0,13
1389858,146097,train,9,5,13,11
2330591,146236,train,6,4,17,30
262442,146267,train,9,3,19,7
2509974,146366,train,4,5,14,30
3223024,146413,train,7,0,11,12
347492,146424,train,10,3,20,2
3294302,146443,train,5,2,17,3
2236526,146521,train,27,2,6,0
3237892,146633,train,7,0,17,7
2877663,146643,train,5,0,9,11
1525887,146704,train,7,0,15,30
2336910,147000,train,4,0,13,30
831130,147038,train,13,2,9,12
2410189,147076,train,32,0,9,8
484619,147145,train,64,5,13,14
1573259,147232,train,8,5,13,30
1949941,147281,train,33,6,17,4
3136877,147421,train,4,0,18,30
2642566,147516,train,42,6,17,30
2570041,147569,train,4,1,13,30
2449746,147572,train,4,5,18,30
3143195,147717,train,8,3,0,29
2530278,147827,train,11,4,14,30
1536431,147854,train,4,5,17,25
281238,147972,train,23,3,19,14
125527,148006,train,50,2,16,10
1387539,148089,train,9,3,12,30
3087074,148091,train,5,2,17,15
1020680,148122,train,25,4,14,30
508051,148139,train,16,1,22,16
2680744,148415,train,31,6,12,24
608281,148501,train,8,6,8,20
1647194,148678,train,5,2,12,16
1693132,148761,train,20,5,11,30
2729029,148847,train,7,0,13,21
320796,148895,train,28,0,12,2
1749666,148907,train,19,6,13,30
162130,148938,train,5,1,12,30
129002,148973,train,27,6,17,14
654635,148990,train,16,3,15,9
1615787,149071,train,9,2,19,30
2918149,149369,train,50,2,18,18
646772,149416,train,39,1,13,13
2607738,149522,train,8,5,17,26
949581,149534,train,7,6,18,5
1540934,149565,train,13,4,10,6
1167124,149624,train,11,4,11,30
2271773,149652,train,35,6,11,16
1302446,149675,train,5,1,13,9
1825654,149744,train,36,0,9,16
57650,149854,train,37,3,0,3
364310,149948,train,5,6,9,5
1784337,149952,train,9,1,10,7
2022893,149996,train,10,5,12,22
720627,150074,train,26,0,14,24
1862842,150226,train,7,1,10,30
754454,150269,train,32,0,12,14
1793332,150520,train,11,2,17,14
3355119,150524,train,9,5,11,23
2337940,150547,train,39,0,14,7
1711092,150566,train,6,2,8,30
2248227,150597,train,6,0,13,12
1244858,150603,train,39,0,14,3
884455,150692,train,26,2,11,0
404658,150807,train,6,2,13,25
2855925,150824,train,5,2,11,30
1331525,150892,train,5,6,10,12
2800782,151094,train,5,0,15,30
610603,151140,train,7,1,21,30
819751,151314,train,26,4,15,13
3178977,151326,train,16,1,18,11
2354322,151367,train,25,5,10,21
233714,151460,train,12,6,17,10
902770,151559,train,51,0,11,2
2009216,151643,train,12,3,11,16
3134889,151677,train,12,2,20,30
758614,151755,train,20,5,18,5
1003551,151789,train,19,5,15,7
394230,151933,train,5,6,11,20
1546270,151950,train,5,6,9,30
378945,152030,train,6,4,16,3
257948,152267,train,12,3,10,24
1870746,152551,train,37,0,7,8
286880,152598,train,4,6,16,30
525135,152676,train,10,1,13,5
621430,152796,train,9,1,13,10
957477,152810,train,5,1,10,22
2105368,152853,train,9,0,14,2
3293471,152859,train,25,3,21,30
2754838,152873,train,8,0,16,30
3074851,152888,train,15,0,17,30
538853,152908,train,9,1,16,21
864620,153010,train,10,2,21,30
1401017,153033,train,37,2,11,7
2427530,153124,train,11,2,18,5
2354001,153197,train,11,5,18,25
3219113,153259,train,7,2,16,21
1671786,153347,train,16,4,20,7
981240,153417,train,6,4,0,8
169045,153566,train,6,0,16,19
3194783,153671,train,5,6,10,13
3226672,153835,train,9,1,7,11
3083408,153848,train,76,6,11,2
1263905,153930,train,6,1,15,30
2153440,154042,train,6,3,11,24
2954102,154316,train,18,5,8,30
1939404,154406,train,52,6,18,10
2717506,154505,train,36,5,8,20
2111187,154557,train,61,4,15,7
2775070,154737,train,23,6,13,10
2574810,154780,train,9,2,14,30
1546828,154811,train,6,4,16,23
935325,154903,train,13,0,8,18
888460,154907,train,19,5,15,30
781241,155019,train,5,0,10,30
874999,155149,train,6,2,13,14
1729822,155261,train,4,4,20,25
2985571,155330,train,4,0,13,21
1665692,155389,train,15,6,19,29
3220146,155411,train,6,1,9,30
1642368,155498,train,68,3,16,1
444786,155537,train,46,5,8,1
2892268,155791,train,4,1,11,30
2610335,156024,train,19,5,11,5
899497,156033,train,8,4,16,21
3206640,156222,train,50,6,12,9
2480815,156258,train,11,2,10,30
17829,156377,train,17,1,13,15
1449699,156444,train,15,0,16,5
2156254,156586,train,20,1,13,7
2234481,156601,train,6,5,16,23
2255007,156622,train,4,0,11,13
3128441,156626,train,11,6,16,30
449923,156662,train,18,6,19,6
3138726,156732,train,15,6,16,30
3327683,156735,train,21,4,12,12
1513379,156746,train,6,3,9,30
819768,156756,train,13,0,17,0
3216266,156769,train,5,5,10,30
3368485,156828,train,7,0,10,30
704708,156852,train,4,6,15,5
2292551,156896,train,6,3,13,30
903107,157064,train,41,3,6,5
626157,157120,train,16,6,8,14
1536326,157228,train,14,2,2,8
2541661,157257,train,16,6,12,6
2062700,157369,train,39,3,13,4
3117383,157375,train,14,6,16,20
1084714,157423,train,11,6,18,13
3012764,157521,train,48,0,11,8
1690441,157534,train,5,0,12,30
3288563,157563,train,58,4,9,15
2912067,157595,train,11,0,10,28
3046837,157631,train,11,2,16,0
1357192,157894,train,4,1,0,30
1365963,157901,train,22,2,10,13
1453804,157938,train,4,2,18,30
1325040,157954,train,17,1,8,12
2274102,158002,train,26,6,12,13
2850918,158019,train,5,0,9,26
1339931,158020,train,4,6,16,7
2643504,158152,train,17,5,15,3
2007043,158214,train,4,2,12,25
2605729,158230,train,4,3,11,19
2408045,158577,train,43,3,10,6
180897,158618,train,43,5,23,12
1474622,158802,train,6,4,8,30
1039450,158840,train,16,4,14,1
2156441,158986,train,9,3,8,26
710107,159119,train,18,3,13,3
2306784,159169,train,31,6,1,20
3957,159235,train,10,0,15,8
2788042,159305,train,5,0,13,13
1378011,159405,train,42,0,17,11
250058,159407,train,22,6,18,6
2415567,159588,train,12,1,16,25
2795247,159666,train,8,1,13,30
543569,159898,train,8,6,8,30
2053699,159903,train,16,5,6,6
1033774,159991,train,8,5,12,30
698752,160128,train,4,1,13,20
2617460,160327,train,5,6,12,8
430808,160336,train,6,1,18,30
2199922,160581,train,10,6,11,1
2538673,160600,train,5,1,11,28
1126211,160616,train,4,0,15,19
1493214,160887,train,29,2,18,12
41665,160968,train,6,4,8,30
1087169,160970,train,58,5,17,5
849608,161063,train,22,6,16,12
3237186,161102,train,10,5,10,30
3164507,161215,train,5,4,10,6
2303078,161286,train,6,2,8,5
2192851,161297,train,4,6,11,14
3100970,161396,train,10,0,17,21
1500373,161398,train,6,1,9,18
1374864,161517,train,45,0,7,6
1555120,161602,train,18,2,11,7
670166,161622,train,24,0,13,9
2158156,161664,train,4,0,15,7
3366245,161764,train,24,1,18,4
2210475,161836,train,30,2,9,4
2515988,161893,train,36,1,21,30
1221059,161896,train,17,6,10,30
2830592,161928,train,80,0,14,4
2389538,162018,train,11,0,11,30
2283887,162021,train,14,0,11,19
3272136,162139,train,12,6,9,13
2234348,162161,train,5,3,15,20
1859465,162262,train,20,6,15,7
1516617,162286,train,4,0,19,6
3135062,162307,train,6,0,15,30
3233951,162375,train,9,5,9,30
3046897,162405,train,9,0,9,30
1650972,162431,train,5,0,14,14
2616843,162552,train,4,3,9,21
253655,162614,train,17,6,12,24
3252464,162631,train,24,5,16,6
1126307,162708,train,28,6,12,24
662460,162785,train,9,6,14,1
2444113,162828,train,27,5,13,30
1391998,162879,train,22,6,15,30
1562190,162910,train,5,6,19,30
3359321,162923,train,5,1,20,9
1962064,162984,train,35,6,15,4
550749,163018,train,4,2,10,14
2222679,163052,train,10,3,21,6
1932229,163316,train,17,0,17,13
3004674,163458,train,5,0,21,30
3015792,163548,train,6,4,19,26
673286,163713,train,4,4,9,23
874900,163731,train,21,4,10,3
3292695,163735,train,22,6,13,8
2611974,163736,train,6,2,0,14
198841,163828,train,11,4,8,2
1413782,163837,train,49,0,12,6
631490,163845,train,5,5,13,19
1361193,163871,train,10,3,13,16
2611648,163929,train,6,6,9,21
2811857,164059,train,8,3,14,30
878658,164063,train,15,5,13,30
1396786,164148,train,4,1,13,30
2750455,164205,train,5,3,9,14
809920,164226,train,4,0,15,30
1630564,164321,train,5,5,12,8
255693,164405,train,11,0,15,11
1674689,164452,train,4,0,11,30
1501135,164663,train,12,3,17,17
511356,164709,train,8,0,19,7
89159,164726,train,14,5,16,6
2265517,164848,train,4,6,17,12
1810873,164887,train,11,1,14,15
3212669,164919,train,25,0,11,30
3260371,164993,train,38,1,16,8
1499884,165008,train,7,4,16,30
2747091,165073,train,14,0,15,30
2015353,165129,train,7,4,7,25
2041511,165166,train,23,6,8,25
3196586,165186,train,5,6,10,30
381468,165188,train,6,1,12,30
1382912,165224,train,8,5,10,30
97861,165245,train,9,3,14,3
708259,165274,train,98,6,20,9
510036,165363,train,23,1,20,19
1246465,165508,train,15,1,9,30
2589576,165524,train,5,0,8,30
2711134,165711,train,12,1,12,30
426862,165807,train,9,2,13,18
398910,165857,train,62,5,10,4
1021926,165881,train,10,1,12,28
2864513,165958,train,9,3,11,30
889963,165981,train,4,0,10,30
998080,166012,train,5,4,16,21
2174043,166032,train,15,0,14,18
2643148,166085,train,7,0,8,30
1964543,166101,train,9,3,13,30
377477,166168,train,6,0,0,30
1357851,166175,train,12,2,16,7
2031910,166222,train,10,3,10,23
774323,166271,train,8,4,22,30
1925860,166274,train,8,2,10,30
1000046,166286,train,4,0,15,30
3239562,166349,train,5,3,0,30
1199194,166525,train,4,5,14,30
1511807,166563,train,19,3,15,4
1721738,166565,train,4,1,15,14
2634458,166611,train,6,1,12,7
2784998,166668,train,6,6,14,19
191438,166738,train,9,0,18,22
1913884,166822,train,9,3,7,30
970393,166861,train,13,1,13,30
2535661,166919,train,7,5,16,24
2051841,167009,train,12,0,23,28
1208645,167067,train,17,6,7,30
867725,167078,train,6,2,17,8
2591942,167114,train,11,5,4,30
2270917,167183,train,5,5,14,30
1785418,167206,train,13,1,16,10
2515097,167229,train,11,1,13,9
2009954,167249,train,10,6,19,20
2199391,167395,train,10,5,18,24
2885654,167409,train,5,3,12,20
1723061,167649,train,51,0,10,10
1204164,167890,train,13,1,16,28
171486,167892,train,4,5,16,30
23978,168058,train,17,1,13,9
2417708,168148,train,18,0,17,30
2121648,168209,train,4,1,12,14
225600,168272,train,10,0,8,30
964244,168420,train,9,1,17,30
1207399,168573,train,6,0,14,30
594200,168648,train,13,1,9,21
785637,168735,train,16,1,19,3
3071210,168755,train,4,6,15,30
62059,168812,train,16,0,11,12
1129850,168903,train,20,1,14,6
2826285,168921,train,83,6,6,4
28894,168977,train,4,0,10,30
2861725,168978,train,32,0,16,13
2285414,169012,train,5,3,10,19
1630716,169063,train,11,3,14,30
857197,169091,train,5,3,16,30
2713115,169156,train,5,0,0,7
199559,169166,train,5,4,15,18
344189,169182,train,5,0,10,8
2549142,169246,train,44,6,13,13
3273798,169273,train,7,6,12,30
416414,169378,train,12,4,23,24
2728498,169399,train,5,1,14,8
2102652,169443,train,16,0,11,21
2478442,169477,train,8,1,13,7
748535,169580,train,9,5,12,30
219841,169590,train,6,5,13,30
279500,169622,train,18,3,17,4
642190,169749,train,9,2,12,30
2613166,169845,train,14,6,12,24
2961194,169848,train,7,3,12,3
504018,170091,train,12,3,7,30
2562121,170106,train,12,6,13,6
115747,170114,train,13,5,22,19
3172090,170146,train,4,1,16,7
237171,170282,train,5,5,15,30
2132911,170318,train,6,5,11,30
465769,170319,train,7,3,18,30
1176861,170449,train,8,6,9,24
985834,170496,train,8,2,0,29
2355953,170557,train,10,0,11,30
1710435,170593,train,7,5,16,6
1527126,170715,train,5,5,12,19
3283453,170740,train,4,3,17,7
304956,170757,train,20,3,16,10
2538141,170770,train,8,2,10,30
3338296,170771,train,100,3,18,0
2732681,170787,train,87,5,9,4
2057977,170805,train,11,6,19,17
1775559,170824,train,24,2,9,21
1229912,170846,train,5,1,9,30
494597,170868,train,6,5,21,30
2818093,171002,train,4,6,19,27
367504,171021,train,17,5,18,30
663916,171048,train,23,1,19,9
1588827,171067,train,20,0,14,22
2706142,171156,train,15,1,17,30
1359133,171236,train,100,3,10,3
146782,171277,train,10,2,19,30
2862844,171565,train,22,3,12,6
1592300,171687,train,9,1,15,3
713290,171723,train,50,6,13,27
3163322,171800,train,5,0,9,30
200879,171806,train,12,3,14,26
1893594,171811,train,4,0,14,28
959236,171837,train,5,0,17,30
1791239,171854,train,5,0,13,8
3177033,171898,train,5,2,0,19
2242139,171942,train,4,0,14,30
759988,171973,train,4,0,14,8
2856228,172002,train,11,6,9,30
1218156,172013,train,11,1,7,30
2724923,172026,train,6,0,16,16
1074424,172209,train,9,6,18,30
842204,172455,train,5,1,17,30
1934139,172560,train,4,2,13,4
1113866,172595,train,5,6,8,21
2768366,172596,train,30,4,22,6
476152,172597,train,20,6,9,29
