order_id,product_id,add_to_cart_order,reordered
95738,37552,10,1
759796,24838,7,1
2852297,47626,2,0
3294302,46023,4,1
799001,5969,11,0
1738162,5025,3,1
3200114,16995,5,1
1767047,44142,5,0
3191317,24852,6,1
2277414,9507,22,1
1590823,28849,9,1
2313597,7948,4,1
201727,31717,6,1
847595,1463,7,0
2805183,1511,5,1
3030811,2067,9,0
2062700,14197,26,0
1868546,44628,16,0
607872,20561,5,0
2775200,19048,5,1
3293782,44734,24,0
304956,16823,18,0
1524161,5134,3,1
317785,30088,3,0
2153440,5618,3,0
1646796,19902,1,0
2168520,28373,4,1
686735,46979,11,1
2664370,45630,20,1
1111523,24362,2,0
3134874,39275,8,0
65712,49113,12,0
1160454,46881,19,0
1518638,15622,9,1
413409,27999,10,1
1112943,34590,11,0
625228,27150,10,1
2233883,37011,26,0
332153,44008,4,1
442014,1202,2,1
2672814,24799,6,1
17741,18840,15,1
2815894,31553,7,1
1283531,13884,2,1
1610676,45865,4,0
104965,7628,39,0
2350653,1463,5,0
1893080,44014,8,1
3095058,27830,11,1
808724,9020,4,1
3406478,33731,2,1
2357938,47626,19,0
965415,5737,21,1
2930482,4920,2,1
3379605,31964,13,1
1925860,7151,2,0
284076,39706,2,0
1095885,48890,11,0
2209395,7388,6,1
817487,19397,1,1
2093180,46802,6,1
411498,19149,24,1
1768039,33106,8,1
1913884,2732,4,1
2371663,41390,4,1
341238,44479,18,1
3188936,21137,16,1
2385147,19348,17,0
394690,37247,11,0
587301,8216,12,0
3259657,47197,9,1
2139551,44468,4,0
245913,17600,2,1
478812,39619,13,1
1112805,8138,6,1
617896,19003,15,1
1049709,40671,7,1
1107154,12341,6,1
2619573,47766,10,1
1090081,6218,4,1
373938,7781,1,1
508635,40449,9,0
1102613,21938,2,0
3114672,12845,4,0
232332,19677,14,0
1567005,25138,35,1
3355152,27845,2,1
3177033,9172,7,1
3042331,34693,18,0
2419741,15718,7,1
1678154,26209,5,1
3403509,17807,4,1
2484130,22395,27,0
2549142,37067,2,1
2580821,15801,12,0
216482,48527,8,1
1077395,322,22,1
2477566,46522,9,1
2405149,49325,4,1
292419,15325,12,0
2453447,27845,15,0
2755945,13176,2,1
2875637,11481,19,1
1630564,5732,12,0
1126307,38635,25,1
3295001,42110,18,0
1387539,26759,2,1
2108325,9422,10,0
3220146,43845,4,1
1784337,36117,8,1
772093,4724,4,1
993403,23026,1,0
2499256,41658,16,1
673286,4472,2,1
1056320,30391,16,1
2204245,31506,9,1
1699045,49075,20,1
2611974,5299,9,0
1209669,9076,10,0
512341,34243,11,1
162303,8104,10,1
2111187,47766,11,1
1544121,31714,18,0
3313562,37496,7,0
1229912,32864,6,0
5356,26088,1,1
1260220,36070,2,0
3086907,43693,1,1
2714962,19003,17,1
3252464,11629,1,1
1840937,4338,24,0
2859068,21288,6,1
631490,3339,18,0
3381234,13654,16,0
2711463,3896,2,1
2382504,19677,3,1
1319868,21903,6,1
788035,47766,4,1
972863,17988,5,1
27723,31915,2,1
295510,34126,11,1
555737,2825,17,0
2281828,27966,7,1
3102895,23535,7,1
2805992,1774,20,0
1403436,4374,1,1
830097,8025,14,0
734499,15269,7,0
1626479,42265,2,0
3118572,18814,3,1
2398373,27316,6,1
2048895,15665,2,1
3368485,12817,9,0
2683512,14715,1,1
1916736,48626,7,1
3293471,43713,12,1
439669,34321,7,1
1152411,16759,9,0
68923,26317,23,1
1041848,30442,13,1
992816,22425,6,1
2285414,3298,2,1
2992044,32560,22,0
1519880,48171,14,1
2255007,8193,4,1
2755300,32177,4,1
1939093,21137,1,0
2894756,34350,10,1
3135062,46226,12,0
2879667,24838,6,1
2717506,1217,7,0
441166,23909,5,1
2838110,196,2,0
2497320,47209,2,1
1392391,117,8,1
2784998,25489,1,1
2449055,5194,33,0
3009798,17341,2,1
1428298,5764,1,1
102758,7806,2,0
2862844,43262,19,0
868130,45007,17,1
3396543,42585,8,0
2016599,27275,4,1
18915,28020,6,0
2183980,40334,6,0
191784,9292,1,1
2330591,47626,4,1
1915151,5275,21,0
132055,33754,3,1
1745263,42345,10,1
1874940,38768,3,1
2620955,26790,3,1
44827,28199,1,1
2597557,20553,2,0
963887,22034,4,0
659477,36854,6,1
538853,1999,23,1
136528,23322,3,1
2211843,26369,4,0
890484,4605,6,1
2545267,25659,9,0
2973284,21903,11,1
2510802,4518,9,1
2123345,1999,4,1
133700,33000,4,1
309741,26683,1,1
1130131,6141,3,0
2368233,19565,7,1
2019256,40992,1,1
2920800,45965,3,1
586587,35163,2,1
3074664,39121,5,1
2037996,4472,2,1
359615,21295,5,1
1511807,40310,3,1
608281,22699,6,0
1791387,46969,1,1
2710557,41950,18,0
827320,30201,16,0
1846222,22035,19,1
1474622,47610,1,1
1168972,13829,37,0
3412335,27156,2,1
2194412,8479,23,1
2827809,40174,1,1
2392826,35651,2,0
2962375,15860,6,1
1599252,20114,3,0
3056551,13629,3,1
1894619,16291,3,1
2321875,38596,7,0
1946482,10749,2,1
1417757,31683,3,1
2926001,26925,2,1
1723061,21890,4,1
184320,14999,3,1
1729826,43881,2,1
2434487,27356,3,0
2822880,31213,12,1
1470481,34309,31,0
1738384,45445,1,0
2802298,5134,1,1
954658,13563,4,1
1676587,19691,1,1
202692,32478,3,1
3238381,43352,14,1
2509974,7862,11,0
1282002,17600,9,1
501524,42475,1,1
33833,25890,10,1
1546828,42240,9,0
562295,9839,7,1
308054,47766,2,1
999605,45223,4,1
1825654,32497,12,1
2007269,17872,11,0
411966,43154,6,0
3383637,19057,1,1
2226250,12320,9,1
3003419,35731,1,1
1385346,47105,7,0
168946,26315,3,1
867725,5636,10,1
2762365,8424,13,1
1495686,9558,1,1
961637,39275,8,0
286880,45535,9,1
2710557,33139,7,0
854756,44156,4,1
2308528,27240,5,0
1422197,1,9,1
874900,26513,3,0
1713447,27966,8,1
1000046,3376,11,0
3248279,12513,9,1
1939404,35470,11,0
2956539,24058,8,1
1964543,37509,1,0
3219329,28986,1,1
3056026,49478,9,0
1652549,47788,5,0
2894944,28842,29,0
2781247,27344,7,1
3201512,13536,4,0
890131,33120,1,1
1154446,6101,9,1
32079,16953,12,0
3284105,43352,10,0
1102136,13176,1,1
2354322,40411,1,1
2528220,45646,6,1
1318792,9007,8,0
1466079,46979,7,1
1399252,24535,8,0
3041198,12491,19,0
2181613,38374,12,0
1003551,22367,8,1
1924025,13176,1,1
3029561,38689,2,1
1331525,13176,2,1
2912067,40004,29,0
556122,42731,2,1
2732681,16283,1,1
313686,27521,8,1
860718,15655,11,0
2966280,20305,6,0
2617566,47965,6,1
2057977,8460,5,0
1681064,35855,15,0
2736251,39993,1,1
598766,28204,12,1
2543486,45005,34,0
1864299,34969,20,0
1199194,11755,7,0
727535,10056,6,0
1928797,10690,2,0
2570041,17794,2,0
716808,11422,8,1
209542,30122,7,1
746948,27509,11,1
1655563,49533,1,0
335977,845,7,0
2772173,43352,9,0
2995655,12326,10,1
1301882,17530,16,0
2204162,19660,1,1
1173986,32433,14,0
724124,8474,4,1
1007079,41757,10,1
1250419,47209,12,1
2195360,23723,9,1
2033128,47766,2,1
383501,48871,2,0
691889,22963,6,1
2605729,33352,12,0
3190507,42443,1,1
644300,40709,24,1
2965253,40354,17,0
1308091,30994,6,1
2274102,21616,13,1
1021175,20114,7,1
2429911,17600,13,0
843125,21903,5,1
3002092,6948,3,1
3233951,5769,4,0
1176256,812,13,1
2041511,22908,2,0
3420895,25544,5,1
256922,28427,1,1
200879,49131,6,1
889963,14111,11,0
840922,4576,13,1
2408174,4605,9,0
1260631,22979,8,0
708259,20738,21,1
178648,29898,11,0
1588362,34234,2,0
607378,4975,3,1
1837843,37687,1,1
1962180,48523,7,1
3314232,28180,13,0
172545,37658,11,0
3263812,23879,13,1
1884280,46941,13,1
3375008,13176,7,1
2512776,19478,12,1
1310711,1463,11,1
2898386,39877,9,1
1196371,26606,5,0
1228233,10255,5,1
1011303,26352,2,1
1375864,28322,4,1
856164,16044,1,0
2717006,17560,25,1
1760702,48628,2,1
3304300,47492,4,1
2809955,8555,5,1
2834070,37646,4,1
2023522,24964,17,0
2158760,24184,10,1
369063,21616,4,0
2069443,7158,4,1
1525918,21137,10,0
